"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2022-06-30","80","-1.64","6.07","Profar, Jurickson",595777,669952,"double_play","hit_into_play",,,,,9,"Jurickson Profar lines into a double play, right fielder Chris Taylor to catcher Will Smith.   Trent Grisham out at home.","R","L","R","LAD","SD","X",9,"line_drive",0,1,2022,"0.45","-1.12","0.41","1.91",663757,673490,682928,1,2,"Top",192.64,104.57,,,669257,,,3.6559828027091497,-116.52376115640699,-0.3327101855567631,3.4008221538995618,23.119940238066956,-42.51570155546974,"3.3","1.58",286,"88.2",22,"79.4",2420,"6",662733,669952,669257,518692,571970,457759,607208,666158,641355,621035,"54.53",0.303,0.307,"0",1,0,0,3,13,2,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",27,"0.134","-0.314"
"KC","2022-06-28","82.6","-2.78","6.27","Profar, Jurickson",595777,453343,"field_out","hit_into_play",,,,,7,"Jurickson Profar flies out to center fielder Alek Thomas.","R","L","R","ARI","SD","X",8,"fly_ball",2,2,2022,"0.36","-1.01","-0.31","1.54",,,663757,0,9,"Top",145.4,66.77,,,608348,,,4.9246302211160815,-120.12692791717198,-2.2027662428452373,2.362997501635469,26.852048680292643,-41.59477413583926,"3.25","1.57",346,"88.6",32,"82.2",2546,"6.4",663344,453343,608348,572233,671083,668942,606993,444482,677950,662139,"54.11",0.04,0.052,"0",1,0,0,3,74,8,"Knuckle Curve",6,6,6,6,6,6,6,6,"Standard","Standard",20,"0.08","-0.334"
"SI","2022-06-25","93","-2.24","5.57","Profar, Jurickson",595777,621107,"field_out","hit_into_play",,,,,3,"Jurickson Profar grounds out sharply to first baseman Rhys Hoskins.   C.J. Abrams to 3rd.","R","L","R","SD","PHI","X",3,"ground_ball",3,2,2022,"-1.41","0.56","0.55","3.17",,682928,,1,5,"Bot",158.74,170.55,,,592663,,,10.325492180811054,-135.04370520329977,-1.5745401290821368,-19.494416733184156,30.344580627637697,-25.145723747394005,"3.31","1.57",9,"86.3",-19,"93.7",1938,"6.9",662247,621107,592663,656555,622168,664761,544369,656941,663837,592206,"53.62",0.106,0.108,"0",1,0,0,2,40,7,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",231,"-0.036","-0.341"
"FF","2022-06-22","95.6","-1.81","5.54","Profar, Jurickson",595777,596133,"single","hit_into_play",,,,,3,"Jurickson Profar singles on a line drive to right fielder Daulton Varsho.   Austin Nola scores.    Trent Grisham scores.    C.J. Abrams to 3rd.","R","L","R","SD","ARI","X",9,"line_drive",2,2,2022,"-0.97","1.56","0.31","3.4",543592,663757,682928,2,5,"Bot",194.01,118.94,,,645444,,,7.664618310942619,-138.8429455270988,-3.3822352541023406,-14.368539294228253,36.785354740315775,-11.640592843540388,"3.31","1.57",210,"98",13,"93.7",2511,"5.7",662245,596133,645444,656976,606993,668942,672695,656669,677950,662139,"54.82",0.891,0.845,"0.9",1,1,0,4,50,7,"4-Seam Fastball",6,1,6,1,1,8,8,1,"Standard","Standard",214,"0.023","1.613"
"SI","2022-06-20","88.1","-1.25","5.44","Profar, Jurickson",595777,605200,"field_out","hit_into_play",,,,,5,"Jurickson Profar pops out to shortstop Geraldo Perdomo.","R","L","R","SD","ARI","X",6,"popup",0,1,2022,"-1.28","1.07","0","2.62",,,,0,5,"Bot",72.59,145.9,,,608348,,,5.644195619626848,-128.17567328926756,-2.9429356841110175,-15.244667514906087,28.087943943845463,-19.99719491397401,"3.27","1.55",189,"79.7",59,"87.4",1950,"6",662221,605200,608348,572233,671083,668942,672695,656669,677950,662139,"54.52",0.04,0.043,"0",1,0,0,3,41,2,"Sinker",4,1,4,1,1,4,4,1,"Standard","Standard",228,"-0.009","-0.187"
"CU","2022-06-20","72.1","-1.41","5.7","Profar, Jurickson",595777,605200,"field_out","hit_into_play",,,,,4,"Jurickson Profar pops out to first baseman Christian Walker in foul territory.","R","L","R","SD","ARI","X",3,"popup",0,1,2022,"0.82","-1.29","-0.32","2.15",,,,0,3,"Bot",172.56,170.76,,,608348,,,0.7743017174851374,-104.97359431844178,2.5839840873045654,5.879750255903518,18.92972305234136,-42.34063827218203,"3.27","1.55",131,"91.1",66,"71.3",2537,"5.8",662221,605200,608348,572233,671083,668942,672695,656669,677950,662139,"54.73",0.014,0.017,"0",1,0,0,3,26,2,"Curveball",3,1,3,1,1,3,3,1,"Standard","Standard",42,"-0.015","-0.187"
"CU","2022-06-19","80.6","-1.81","6.34","Profar, Jurickson",595777,622608,"field_out","hit_into_play",,,,,11,"Jurickson Profar lines out to center fielder Yonathan Daza.","R","L","R","COL","SD","X",8,"line_drive",2,2,2022,"0.32","-0.25","-0.97","2.57",,,,1,5,"Top",124.76,44.96,,,553869,,,1.2557149063845379,-117.72966484206216,-1.4976961683340706,2.852826205125466,14.634079833558582,-34.529070203318334,"3.27","1.55",380,"97",22,"81.2",2263,"5.7",662998,622608,553869,543068,663898,641857,641658,656248,602074,545341,"54.75",0.231,0.271,"0",1,0,0,5,35,6,"Curveball",1,1,1,1,1,1,1,1,"Standard","Standard",80,"0.021","-0.134"
"FF","2022-06-19","94.1","-1.84","6.33","Profar, Jurickson",595777,622608,"single","hit_into_play",,,,,4,"Jurickson Profar singles on a sharp ground ball to right fielder Randal Grichuk.","R","L","R","COL","SD","X",9,"ground_ball",0,0,2022,"-0.24","0.81","-0.33","2.28",,,,2,3,"Top",183.47,113.07,,,553869,,,4.40834714742487,-137.06832529093012,-6.652665984230716,-3.851123339482436,25.182347116216096,-20.823998401139022,"3.27","1.55",113,"101.4",6,"94.2",2113,"5.9",662998,622608,553869,543068,663898,641857,641658,656248,602074,545341,"54.61",0.663,0.624,"0.9",1,1,0,4,19,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",198,"-0.015","0.117"
"FF","2022-06-19","98.4","-2.06","5.48","Profar, Jurickson",595777,608032,"field_out","hit_into_play",,,,,13,"Jurickson Profar grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.","R","L","R","COL","SD","X",5,"ground_ball",3,2,2022,"-0.86","1","-0.85","2.02",,,,0,9,"Top",101.53,160.91,,,553869,,,5.256520727288566,-143.4309343188231,-6.403111684328664,-12.981370512005808,23.539156498681578,-17.179301114193855,"3.27","1.55",32,"98.8",-2,"99.6",2363,"6.2",662998,608032,553869,543068,663898,641857,641658,656248,602074,545341,"54.28",0.351,0.335,"0",1,0,0,2,75,8,"4-Seam Fastball",8,3,3,8,3,8,3,8,"Standard","Standard",223,"0.003","-0.298"
"SI","2022-06-18","98.4","-1.89","5.92","Profar, Jurickson",595777,453268,"field_out","hit_into_play",,,,,7,"Jurickson Profar lines out, pitcher Daniel Bard to second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","COL","SD","X",1,"line_drive",1,1,2022,"-1.09","0.56","-0.38","1.97",,673490,,0,9,"Top",130.79,181.52,,,661531,,,6.572267499765696,-143.17579265638977,-6.616198524275307,-16.467437199373123,27.408993089825874,-23.26320530252334,"3.26","1.55",94,"97.9",6,"98.4",2499,"5.9",662999,453268,661531,543068,663898,641857,578428,656582,602074,545341,"54.6",0.6,0.568,"0",1,0,0,4,72,3,"Sinker",5,4,4,5,4,5,4,5,"Standard","Standard",219,"0.133","-0.341"
"SI","2022-06-18","93.3","-0.8","6.05","Profar, Jurickson",595777,468504,"single","hit_into_play",,,,,2,"Jurickson Profar singles on a sharp ground ball to right fielder Randal Grichuk.","R","L","R","COL","SD","X",9,"ground_ball",0,0,2022,"-0.84","0.6","-0.21","3.04",,,,2,6,"Top",175.64,117.88,,,661531,,,3.3223254859835825,-136.0178278359037,-3.379040586779015,-11.16215598742529,25.457927810221193,-24.17591762237227,"3.45","1.69",101,"87",6,"93.1",2214,"5.8",662999,468504,661531,543068,663898,641857,578428,656582,602074,545341,"54.74",0.44,0.42,"0.9",1,1,0,4,53,1,"Sinker",4,4,4,4,4,4,4,4,"Standard","Strategic",206,"-0.019","0.117"
"SI","2022-06-18","93.5","-2.48","5.91","Profar, Jurickson",595777,608566,"field_out","hit_into_play",,,,,4,"Jurickson Profar grounds out, second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","COL","SD","X",4,"ground_ball",0,1,2022,"-1.06","0.47","-0.34","2.34",,,,0,1,"Top",148.97,157.28,,,661531,,,7.7497172245920956,-136.09710794485406,-4.557636060446336,-14.755027984662192,24.97107604152262,-25.597240942398347,"3.26","1.55",6,"94.7",-21,"93.2",1994,"5.7",662999,608566,661531,543068,663898,641857,578428,656582,602074,545341,"54.76",0.117,0.111,"0",1,0,0,2,1,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",224,"0.022","-0.187"
"SI","2022-06-12","95.3","-2.66","5.47","Profar, Jurickson",595777,608566,"field_out","hit_into_play",,,,,4,"Jurickson Profar lines out to left fielder Yonathan Daza.","R","L","R","SD","COL","X",7,"line_drive",0,1,2022,"-1.58","0.52","-0.77","2.19",,,,1,6,"Bot",43.16,95.67,,,661531,,,8.414357624728071,-138.45803773548954,-4.024530533099824,-22.288775326603936,33.760153044052586,-24.79793405755683,"3.32","1.6",327,"94.1",25,"93.6",1990,"5.6",662256,608566,661531,543068,663898,641857,578428,602074,641658,545341,"54.91",0.169,0.206,"0",1,0,0,3,45,2,"Sinker",1,2,1,2,2,1,1,2,"Standard","Standard",230,"-0.028","-0.131"
"FC","2022-06-11","90.7","-1.3","6.19","Profar, Jurickson",595777,517008,"field_out","hit_into_play",,,,,13,"Jurickson Profar grounds out, second baseman Brendan Rodgers to first baseman Connor Joe.","R","L","R","SD","COL","X",4,"ground_ball",3,2,2022,"0.42","0.39","-0.42","1.4",,,,0,8,"Bot",147.93,153.64,,,553869,,,1.3022531477387451,-132.0202123966174,-6.884006100016786,4.617674373764251,28.349921460617484,-26.374397407791676,"3.34","1.6",9,"101.5",-9,"90.7",2290,"6.3",662222,517008,553869,656582,663898,641857,641658,656541,602074,545341,"54.22",0.291,0.287,"0",1,0,0,2,67,7,"Cutter",2,6,2,6,6,2,2,6,"Standard","Standard",180,"-0.014","-0.298"
"FF","2022-06-08","94.7","-1.44","5.37","Profar, Jurickson",595777,605135,"single","hit_into_play",,,,,6,"Jurickson Profar singles on a line drive to right fielder Mark Canha.   Jorge Alfaro scores.    Trent Grisham scores.    Ha-Seong Kim to 2nd.","R","L","R","SD","NYM","X",9,"line_drive",3,2,2022,"-0.31","0.99","0.35","2.66",595751,663757,673490,1,4,"Bot",177.1,117.83,,,621512,,,5.380814277769992,-137.83433129397238,-3.618379043912118,-5.216759044997538,31.382779342571183,-18.983984169262406,"3.32","1.58",162,"88.6",14,"94.6",2233,"6.3",662223,605135,621512,605204,641645,500871,596019,643446,607043,592192,"54.21",0.96,0.923,"0.9",1,1,0,4,33,6,"4-Seam Fastball",2,0,2,0,0,4,4,0,"Standard","Standard",220,"0.075","1.093"
"FC","2022-06-05","90.6","-3.06","5.32","Profar, Jurickson",595777,641627,"single","hit_into_play",,,,,5,"Jurickson Profar singles on a line drive to right fielder Andrew McCutchen.   Jose Azocar to 3rd.","R","L","R","MIL","SD","X",9,"line_drive",2,1,2022,"-0.19","1.38","0.17","2.68",,640492,,0,10,"Top",187.7,113.18,,,605170,,,8.432131149088733,-131.60806983844205,-3.536954456180267,-4.1455182826280454,29.558004430940375,-15.576885891744606,"3.34","1.6",262,"97.6",20,"89.8",2506,"6",661241,641627,605170,642133,543939,607054,622569,592885,621438,457705,"54.46",0.274,0.305,"0.9",1,1,0,4,75,4,"Cutter",3,3,3,3,3,3,3,3,"Standard","Standard",214,"-0.17","0.607"
"FF","2022-06-05","91.5","-1.51","5.84","Profar, Jurickson",595777,502202,"field_out","hit_into_play",,,,,9,"Jurickson Profar flies out to right fielder Andrew McCutchen.","R","L","R","MIL","SD","X",9,"fly_ball",1,1,2022,"-0.42","1.51","0.61","1.84",,,,0,7,"Top",169.84,69.76,,,605170,,,6.17061645929638,-132.9763158372847,-7.345014453317269,-6.305934271964672,29.06087628562338,-12.86522659057901,"3.34","1.6",338,"88.8",27,"90.2",2403,"5.6",661241,502202,605170,642133,543939,607054,622569,592885,621438,457705,"54.92",0.111,0.144,"0",1,0,0,3,51,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",197,"0.014","-0.212"
"FC","2022-06-03","94.5","-0.93","5.71","Profar, Jurickson",595777,669203,"single","hit_into_play",,,,,7,"Jurickson Profar singles on a line drive to center fielder Lorenzo Cain.   Austin Nola to 2nd.","R","L","R","MIL","SD","X",8,"line_drive",1,0,2022,"0.51","1.04","-0.45","1.89",,,543592,1,4,"Top",118.9,104.32,,,605170,,,0.09674399043033607,-137.61591473630403,-6.67194236407639,6.554253133525816,26.83056069426047,-17.748118574152713,"3.33","1.6",239,"74.5",22,"95.1",2765,"6.3",661334,669203,605170,642133,543939,607054,622569,592885,456715,621438,"54.2",0.929,0.864,"0.9",1,1,0,4,29,2,"Cutter",0,2,2,0,2,0,2,0,"Standard","Standard",180,"-0.026","0.44"
"FC","2022-06-03","94.2","-0.82","5.8","Profar, Jurickson",595777,669203,"single","hit_into_play",,,,,9,"Jurickson Profar singles on a line drive to right fielder Tyrone Taylor.   Trent Grisham scores.","R","L","R","MIL","SD","X",9,"line_drive",0,1,2022,"0.5","0.71","0.4","1.91",,663757,,2,2,"Top",182.57,121.97,,,605170,,,2.0816238705594174,-137.16575743102976,-6.020099370630562,5.906246397863956,27.771266080512373,-22.183776628368072,"3.33","1.6",186,"97.3",12,"94.4",2572,"6.2",661334,669203,605170,642133,543939,607054,649966,592885,456715,621438,"54.3",0.894,0.861,"0.9",1,1,0,4,13,2,"Cutter",0,1,1,0,2,0,2,0,"Standard","Standard",180,"-0.092","0.786"
"FF","2022-06-03","91.4","-1.84","5.72","Profar, Jurickson",595777,673316,"field_out","hit_into_play",,,,,2,"Jurickson Profar grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.","R","L","R","MIL","SD","X",4,"ground_ball",1,1,2022,"-0.29","1.56","-0.25","2.94",,,,2,7,"Top",151.2,154.7,,,605170,,,4.624315425972328,-132.92259184423872,-4.471559075439901,-4.413703089364242,30.143699086196655,-12.908798671852303,"3.33","1.6",31,"93.4",-4,"91.5",2174,"6.5",661334,673316,605170,642133,543939,607054,622569,592885,456715,621438,"54",0.243,0.229,"0",1,0,0,2,59,3,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",200,"0.001","-0.093"
"SL","2022-05-30","87.7","-0.47","5.92","Profar, Jurickson",595777,664854,"single","hit_into_play",,,,,4,"Jurickson Profar singles on a sharp ground ball to right fielder Lars Nootbaar.   Jose Azocar to 2nd.","R","L","R","STL","SD","X",9,"ground_ball",1,2,2022,"0.27","-0.5","-0.38","2.23",,,640492,1,9,"Top",173.53,115.55,,,425877,,,-0.34252066149982374,-127.76869651250914,-1.8112295113888108,3.0115714740103567,25.357909114713344,-37.50537907853947,"3.32","1.61",16,"94.1",-8,"88.7",2493,"6.7",661989,664854,425877,502671,669242,571448,624641,572816,664056,663457,"53.75",0.223,0.212,"0.9",1,1,0,2,75,4,"Slider",6,2,2,6,2,6,2,6,"Standard","Standard",105,"-0.018","0.568"
"FC","2022-05-24","96.2","-0.64","5.86","Profar, Jurickson",595777,669203,"grounded_into_double_play","hit_into_play",,,,,4,"Jurickson Profar grounds into a double play, second baseman Kolten Wong to shortstop Luis Urias to first baseman Keston Hiura.   Jake Cronenworth scores.    Manny Machado out at 2nd.    Jurickson Profar out at 1st.","R","L","R","SD","MIL","X",4,"ground_ball",3,2,2022,"0.26","0.99","-0.69","2.77",630105,,592518,0,1,"Bot",149.71,152.39,,,605170,,,-0.7259231527527452,-140.10573596076654,-4.894218992946684,3.577561234727075,31.841577828162563,-18.258693206661246,"3.34","1.61",30,"101.2",-4,"96.5",2536,"6.4",662229,669203,605170,669374,543939,670712,649966,457705,456715,621438,"54.09",0.291,0.262,"0",1,0,0,2,6,7,"Cutter",0,0,0,0,0,1,1,0,"Standard","Standard",188,"-0.051","-0.49"
"SI","2022-05-24","94.7","-3.16","4.99","Profar, Jurickson",595777,641627,"force_out","hit_into_play",,,,,13,"Jurickson Profar grounds into a force out, shortstop Luis Urias to second baseman Kolten Wong.   Manny Machado out at 2nd.    Jurickson Profar to 1st.","R","L","R","SD","MIL","X",6,"ground_ball",1,1,2022,"-1.5","0.53","-1.14","2.16",,,592518,1,8,"Bot",113.89,154.21,,,605170,,,8.590396777448031,-137.560935245387,-2.8205591407305146,-21.016655145255022,32.32672052068453,-25.014183660108195,"3.34","1.61",4,"71.1",-26,"94.1",1913,"6.1",662229,641627,605170,669374,543939,670712,649966,457705,456715,621438,"54.35",0.034,0.031,"0",1,0,0,2,62,3,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",224,"-0.032","-0.353"
"CH","2022-05-23","89.1","-1.17","5.94","Profar, Jurickson",595777,667376,"field_out","hit_into_play",,,,,13,"Jurickson Profar grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.   Manny Machado to 3rd.","R","L","R","SD","MIL","X",4,"ground_ball",1,2,2022,"-0.9","0.41","-0.02","1.23",,592518,,0,10,"Bot",151.77,140.2,,,605170,,,4.693816767603517,-129.52299677447778,-6.375775309850342,-11.079075428842403,27.97353658052798,-26.359071176089934,"3.31","1.6",4,"100.3",-18,"88.8",1589,"6.2",662257,667376,605170,642133,543939,670712,649966,592885,456715,621438,"54.28",0.151,0.136,"0",1,0,0,2,80,5,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",231,"0.023","-0.162"
"CU","2022-05-23","81.8","-2.81","5.19","Profar, Jurickson",595777,641627,"field_out","hit_into_play",,,,,8,"Jurickson Profar lines out to right fielder Tyrone Taylor.","R","L","R","SD","MIL","X",9,"line_drive",2,1,2022,"0.47","-0.79","-0.2","2.1",,,,0,8,"Bot",165.21,80.4,,,553882,,,4.928402345964763,-118.98118913152446,1.1635525602882795,3.4494213493899752,24.70743490861912,-40.087133398932345,"3.31","1.6",310,"90.1",22,"80.9",2019,"5.9",662257,641627,553882,642133,543939,607054,649966,592885,456715,621438,"54.58",0.251,0.264,"0",1,0,0,3,63,4,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",41,"-0.046","-0.261"
"SI","2022-05-20","82.9","-4.14","1.29","Profar, Jurickson",595777,643511,"single","hit_into_play",,,,,12,"Jurickson Profar singles on a soft ground ball to third baseman Evan Longoria, deflected by pitcher Tyler Rogers.   Jake Cronenworth to 3rd.","R","L","R","SF","SD","X",1,"ground_ball",1,2,2022,"-0.59","-0.32","1","3.38",,630105,,2,8,"Top",118.91,170.37,,,592200,,,12.710175790729522,-119.29469392153324,11.922585558795234,-8.103450512372973,23.7518571143484,-38.10673814382957,"3.28","1.58",50,"46.9",7,"81.6",1995,"6.1",662078,643511,592200,527038,642731,446334,543063,573131,573262,670768,"54.41",0.143,0.129,"0.9",1,1,0,1,61,6,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",347,"-0.027","0.823"
"SI","2022-05-19","91.2","-2.24","6.4","Profar, Jurickson",595777,502043,"force_out","hit_into_play",,,,,8,"Jurickson Profar grounds into a force out, first baseman Rhys Hoskins to shortstop Bryson Stott.   Trent Grisham to 3rd.    Manny Machado out at 2nd.    Jurickson Profar to 1st.","R","L","R","PHI","SD","X",3,"ground_ball",0,1,2022,"-1.62","0.64","-0.2","1.89",,663757,592518,1,1,"Top",160.51,161.6,,,596117,,,8.685332141384587,-132.31662337606028,-6.8226410805272515,-20.91992961604483,29.35585171785395,-23.30609344842407,"3.3","1.58",35,"84.6",-1,"91.7",2168,"6.8",661623,502043,596117,656555,622666,664761,681082,656941,546318,592206,"53.66",0.214,0.194,"0",1,0,0,2,4,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0.038","-0.533"
"FF","2022-05-17","92.3","-2.77","5.71","Profar, Jurickson",595777,621107,"field_out","hit_into_play",,,,,12,"Jurickson Profar flies out to right fielder Odubel Herrera.","R","L","R","PHI","SD","X",9,"fly_ball",0,1,2022,"-1.13","1","0.04","3.46",673490,,592518,2,6,"Top",163.78,75.02,,,592663,,,9.70057937694092,-134.02879905090631,-2.086355414963357,-15.703610989521001,28.89187973649388,-19.823434756321163,"3.31","1.58",321,"94.4",39,"93.3",2222,"7",661625,621107,592663,656555,516416,664761,681082,656941,596451,546318,"53.48",0.066,0.116,"0",1,0,0,3,40,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",234,"0.054","-0.401"
"CH","2022-05-15","87.6","-1.79","5.77","Profar, Jurickson",595777,657140,"double","hit_into_play",,,,,4,"Jurickson Profar doubles (8) on a sharp fly ball to right fielder Travis Demeritte.","R","L","R","ATL","SD","X",9,"fly_ball",0,1,2022,"-1.39","0.3","-0.43","2.22",,,,1,7,"Top",168.51,46.29,,,661388,,,6.180717362528273,-127.40643978146973,-3.0430932878355628,-16.461555155161545,27.089622148529326,-28.429263821809435,"3.31","1.56",391,"100.2",27,"87.6",1689,"6.4",661545,657140,661388,621566,645277,663586,621020,542303,594807,641513,"54.09",0.54,0.926,"1.25",1,1,1,6,48,2,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",252,"-0.057","0.444"
"CU","2022-05-15","85.6","-1.86","5.74","Profar, Jurickson",595777,657140,"field_out","hit_into_play",,,,,5,"Jurickson Profar lines out to center fielder Adam Duvall.","R","L","R","ATL","SD","X",8,"line_drive",2,2,2022,"1.12","-0.48","0.01","2.36",,,,1,2,"Top",109.02,82.14,,,661388,,,2.1655252535806264,-124.74895665241102,-0.7790770359743564,11.292146828757263,23.842883630238617,-37.2983073545775,"3.31","1.56",295,"89.3",20,"85.9",2853,"6.3",661545,657140,661388,621566,645277,663586,621020,542303,594807,641513,"54.22",0.469,0.479,"0",1,0,0,4,8,5,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",50,"0.017","-0.134"
"FF","2022-05-13","99.6","-1.98","5.55","Profar, Jurickson",595777,675911,"field_out","hit_into_play",,,,,5,"Jurickson Profar grounds out, second baseman Ozzie Albies to first baseman Matt Olson.","R","L","R","ATL","SD","X",4,"ground_ball",2,2,2022,"-0.57","1.21","0.1","2.58",,,,1,8,"Top",152.46,142.05,,,518595,,,7.1157168908774935,-144.88043952436504,-5.676487525822399,-9.642830484328076,32.468137402262315,-14.026638085637135,"3.35","1.57",11,"97.8",-13,"100.8",2276,"6.9",661547,675911,518595,621566,645277,663586,621020,542303,594807,641513,"53.61",0.226,0.228,"0",1,0,0,2,72,7,"4-Seam Fastball",6,7,7,6,7,6,7,6,"Standard","Strategic",203,"0.016","-0.134"
"FC","2022-05-10","91.2","-3.15","6.11","Profar, Jurickson",595777,455119,"single","hit_into_play",,,,,3,"Jurickson Profar singles on a ground ball to first baseman Alfonso Rivas.   Jake Cronenworth to 3rd.","R","L","R","SD","CHC","X",3,"ground_ball",0,1,2022,"0.22","0.59","0.59","2.93",,630105,,2,6,"Bot",159.83,171.48,,,575929,,,8.943356456602402,-132.52229936736111,-3.3669975163591093,0.6617311728503175,28.197739211037145,-24.728637415144625,"3.37","1.6",68,"93.1",2,"91.4",2125,"6.5",662258,455119,575929,663845,542340,621550,663538,664023,518792,542364,"54.01",0.374,0.337,"0.9",1,1,0,2,55,2,"Cutter",3,3,3,3,3,3,3,3,"Standard","Standard",190,"0.021","0.786"
"CH","2022-05-04","84.8","-1.47","6.48","Profar, Jurickson",595777,615698,"field_out","hit_into_play",,,,,4,"Jurickson Profar flies out to left fielder Oscar Mercado in foul territory.","R","L","R","CLE","SD","X",7,"fly_ball",1,1,2022,"-1.04","0.46","-0.77","2.65",,663757,592518,1,1,"Top",56.89,144.94,,,595978,,,3.7548307843605735,-123.470318594583,-3.589674555906613,-11.386174177617601,23.562458118616853,-26.994902552127993,"3.33","1.6",217,"85.5",54,"85.8",1255,"6.8",663068,615698,595978,680911,665926,676391,642708,640458,664702,614177,"53.7",0.023,0.028,"0",1,0,0,3,4,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0.043","-0.441"
"FS","2022-05-04","86.7","-2.07","5.66","Profar, Jurickson",595777,663986,"double","hit_into_play",,,,,11,"Jurickson Profar doubles (5) on a ground ball to left fielder Steven Kwan.   Manny Machado scores.","R","L","R","CLE","SD","X",7,"ground_ball",0,2,2022,"-0.96","0.47","-1.24","2.9",,592518,,1,8,"Top",69.49,153.42,,,595978,,,3.9864398553460543,-126.2676479762614,-1.3949862813087626,-11.036492649880305,24.654844003693853,-27.10120967077198,"3.33","1.6",123,"74.9",9,"87.5",1192,"6.7",663068,663986,595978,680911,665926,676391,642708,680757,664702,614177,"53.82",0.297,0.267,"1.25",1,1,1,2,60,3,"Split-Finger",2,3,3,2,4,2,4,2,"Standard","Standard",251,"-0.107","1.079"
"FS","2022-04-28","85.7","-1.54","5.72","Profar, Jurickson",595777,641816,"field_out","hit_into_play",,,,,4,"Jurickson Profar flies out to right fielder Tyler Naquin.","R","L","R","CIN","SD","X",9,"fly_ball",0,0,2022,"-1.48","0.97","-0.48","2.56",,592518,,0,6,"Top",179.33,119.67,,,656627,,,5.505804399828324,-124.63112778266543,-3.138114024877077,-16.567652215619663,25.952814504697365,-21.67290171055713,"3.26","1.58",238,"89.6",51,"85.8",1897,"6.5",663078,641816,656627,458015,592273,592567,571657,502054,641584,571980,"54.03",0.017,0.02,"0",1,0,0,3,42,1,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",223,"0.068","-0.35"
"FF","2022-04-27","96.3","-0.82","5.91","Profar, Jurickson",595777,664294,"field_out","hit_into_play",,,,,1,"Jurickson Profar grounds out sharply, shortstop Kyle Farmer to first baseman Joey Votto.","R","L","R","CIN","SD","X",6,"ground_ball",0,0,2022,"-0.56","1.51","-0.51","3.03",,592518,,2,9,"Top",123.09,162.73,,,656627,,,2.096714972904096,-140.12796454138262,-5.4845929280171815,-7.798651922377744,33.34178834396702,-11.224310941984154,"3.19","1.55",124,"101.7",5,"96.1",2400,"6.3",663148,664294,656627,458015,663697,592567,571657,502054,669222,641584,"54.19",0.603,0.562,"0",1,0,0,4,76,1,"4-Seam Fastball",3,8,8,3,8,3,8,3,"Standard","Standard",211,"0.001","-0.314"
