"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2022-10-05","71.8","-4.01","1.04","Grisham, Trent",663757,643511,"single","hit_into_play",,,,,8,"Trent Grisham singles on a line drive to right fielder Mike Yastrzemski.","R","L","R","SD","SF","X",9,"line_drive",2,2,2022,"1.28","1.3","-0.16","1.83",,,,0,8,"Bot",178.74,121.77,,,663698,,,5.383993785748835,-104.03543763164068,6.961708037882048,8.167872579201278,19.84408548803723,-24.466702938844016,"3.49","1.7",165,"95.1",11,"70.8",2330,"6",662238,643511,663698,527038,665154,613564,543063,596103,669369,573262,"54.47",0.791,0.756,"0.9",1,1,0,4,64,6,"Slider",1,7,1,7,7,1,1,7,"Standard","Standard",115,"0.007","0.42"
"FF","2022-10-03","93.5","2.62","5.59","Grisham, Trent",663757,606424,"field_out","hit_into_play",,,,,3,"Trent Grisham pops out to second baseman Thairo Estrada.","R","L","L","SD","SF","X",4,"popup",2,0,2022,"1.54","0.89","0.81","3.17",,,,2,8,"Bot",161,133.53,,,663698,,,-8.080902302390811,-135.80350714333028,-2.4032078385460647,20.846452447120164,32.171030358815074,-20.842557820077328,"3.49","1.68",188,"76.4",56,"93.3",2206,"6.4",662239,606424,663698,605204,642731,527038,543063,592626,596103,664774,"54.07",0.091,0.111,"0",1,0,0,3,64,3,"4-Seam Fastball",7,0,7,0,0,7,7,0,"Standard","Standard",134,"0","-0.137"
"SI","2022-09-24","96","-1.79","5.34","Grisham, Trent",663757,663385,"force_out","hit_into_play",,,,,14,"Trent Grisham grounds into a force out, second baseman Alan Trejo to shortstop Ezequiel Tovar.   Josh Bell scores.    Ha-Seong Kim out at 2nd.    Trent Grisham to 1st.","R","L","R","COL","SD","X",4,"ground_ball",0,0,2022,"-1.1","0.51","0.09","1.33",605137,,673490,1,7,"Top",142.94,157.88,,,661531,,,7.425554102573466,-139.66097209920602,-6.231541380643685,-15.973416290024167,27.121454848676276,-24.370710255246564,"3.5","1.71",5,"99.7",-15,"96.2",2332,"6.1",662866,663385,661531,669911,676701,641857,678662,656248,602074,545341,"54.38",0.186,0.167,"0",1,0,0,2,59,1,"Sinker",2,8,8,2,9,2,9,2,"Standard","Standard",226,"-0.002","-0.591"
"FF","2022-09-15","96.1","-1.83","5.7","Grisham, Trent",663757,686753,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out, second baseman Josh Rojas to first baseman Christian Walker.   Brandon Drury to 3rd.","R","L","R","ARI","SD","X",4,"ground_ball",1,2,2022,"-0.67","1.44","-0.99","1.65",,592273,,1,5,"Top",151.88,154.19,,,608348,,,3.692719024846014,-139.62478898248455,-8.279467508527887,-9.586466306072857,34.81481405536892,-11.668811616631869,"3.49","1.71",3,"86.7",-25,"94.9",2299,"5.9",663284,686753,608348,572233,668942,656896,672695,656448,664983,656669,"54.59",0.074,0.07,"0",1,0,0,2,32,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",216,"0.039","-0.223"
"CU","2022-09-09","78.6","2.39","5.73","Grisham, Trent",663757,657571,"field_out","hit_into_play",,,,,8,"Trent Grisham lines out to first baseman Freddie Freeman.","R","L","L","SD","LAD","X",3,"line_drive",1,1,2022,"-1.18","-1.16","-0.23","1.66",,,,1,6,"Bot",156.55,161.34,,,669257,,,-3.4707798203334845,-114.2713249378781,0.3147871096952404,-9.458833982996468,24.607586029609386,-42.560261978961634,"3.49","1.72",126,"86.5",10,"77.9",3022,"6.2",661850,657571,669257,518692,621035,457759,607208,572204,641355,605141,"54.3",0.469,0.422,"0",1,0,0,4,51,3,"Curveball",4,4,4,4,4,4,4,4,"Standard","Standard",323,"-0.024","-0.147"
"FF","2022-09-07","91.1","1.78","5.49","Grisham, Trent",663757,674072,"single","hit_into_play",,,,,8,"Trent Grisham singles on a ground ball to right fielder Jake McCarthy.","R","L","L","SD","ARI","X",9,"ground_ball",1,0,2022,"0.87","1.12","0.11","1.68",,,,0,5,"Bot",158.24,133.04,,,669450,,,-6.080400852452983,-132.4252748946856,-6.102443443311734,11.464412202737828,27.160826818929603,-17.92428207454594,"3.48","1.72",85,"109.3",3,"91.7",2136,"6.6",662216,674072,669450,656896,606466,668942,672695,682998,677950,664983,"53.9",0.574,0.525,"0.9",1,1,0,4,40,2,"4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard",139,"0.033","0.361"
"CU","2022-09-06","83.1","-1.49","5.53","Grisham, Trent",663757,518876,"field_out","hit_into_play",,,,,9,"Trent Grisham grounds out to first baseman Christian Walker.","R","L","R","SD","ARI","X",3,"ground_ball",1,0,2022,"0.61","-1.05","0.4","1.93",,,,1,5,"Bot",159.14,169.92,,,608348,,,3.10746978943412,-120.98858854233589,0.3506288545155565,5.287612894198277,26.77574404470157,-42.66773379279233,"3.48","1.73",42,"98.3",0,"82.2",2474,"6",662205,518876,608348,572233,606466,668942,642727,664983,677950,662139,"54.54",0.397,0.376,"0",1,0,0,4,43,2,"Curveball",3,5,3,5,5,3,3,5,"Standard","Standard",48,"-0.021","-0.178"
"CH","2022-09-05","81.7","-0.81","5.73","Grisham, Trent",663757,669194,"field_out","hit_into_play",,,,,8,"Trent Grisham flies out to right fielder Jake McCarthy in foul territory.","R","L","R","SD","ARI","X",9,"fly_ball",1,1,2022,"-0.96","1.12","-0.06","1.95",,,,0,6,"Bot",209.16,123.7,,,608348,,,3.56530899287598,-118.9210016766616,-4.062986498429252,-9.78142436972359,25.026037329203263,-21.036531250993853,"3.49","1.74",277,"96.9",51,"81.7",1824,"6.5",662211,669194,608348,572233,606466,656896,672695,656448,677950,664983,"53.98",0.009,0.016,"0",1,0,0,3,39,3,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",239,"-0.04","-0.212"
"FF","2022-09-05","95","-2.37","6.31","Grisham, Trent",663757,656464,"field_out","hit_into_play",,,,,4,"Trent Grisham lines out sharply to center fielder Alek Thomas.","R","L","R","SD","ARI","X",8,"line_drive",1,0,2022,"-1.03","1.2","-0.69","2.66",,,,0,8,"Bot",114.1,62.68,,,608348,,,6.794322040568734,-138.08247007918013,-6.621647288271216,-14.755306670037163,32.1277836569071,-15.467105193193627,"3.49","1.74",340,"103.5",20,"95.6",2269,"6.8",662211,656464,608348,572233,606466,656896,672695,664983,677950,662139,"53.7",0.557,0.745,"0",1,0,0,6,58,2,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard",228,"-0.014","-0.254"
"CH","2022-08-24","87.1","-1.37","6.06","Grisham, Trent",663757,615698,"field_out","hit_into_play",,,,,13,"Trent Grisham flies out to left fielder Steven Kwan.","R","L","R","SD","CLE","X",7,"fly_ball",0,0,2022,"-1.23","0.73","-0.83","2.35",,605137,673490,1,5,"Bot",100.65,110.24,,,571912,,,3.8467229783443426,-126.7485482712275,-4.199668789569396,-14.05013141330713,28.15685470839207,-23.597456548059697,"3.41","1.66",193,"90.2",60,"87.1",1620,"6.5",662212,615698,571912,680911,671289,608070,642708,680757,664702,660757,"54.02",0.006,0.005,"0",1,0,0,3,41,1,"Changeup",0,6,0,6,6,0,0,6,"Standard","Standard",234,"-0.019","-0.467"
"SI","2022-08-17","89.6","3.01","5.85","Grisham, Trent",663757,542947,"field_out","hit_into_play",,,,,5,"Trent Grisham bunt grounds out, pitcher Richard Bleier to first baseman Lewin Diaz.","R","L","L","MIA","SD","X",1,"ground_ball",0,0,2022,"1.37","0.53","0.28","2.53",592518,,630105,2,5,"Top",138.49,191.02,,,607732,,,-9.71271371289852,-130.0191457561557,-3.2530187204275296,17.660688258505065,29.30449588681262,-25.70658859262283,"3.44","1.65",1,"38.6",-73,"89.7",2079,"6.7",661356,542947,607732,650331,641779,542932,621563,668709,680814,605119,"53.8",0.186,0.167,"0",1,0,0,1,43,1,"Sinker",2,6,6,2,6,2,6,2,"Standard","Standard",127,"0.016","0.077"
"FF","2022-08-16","91.6","-1.34","5.2","Grisham, Trent",663757,622694,"double_play","hit_into_play",,,,,8,"Trent Grisham flies into a double play, right fielder Brian Anderson to third baseman Joey Wendle.   Wil Myers out at 3rd.","R","L","R","MIA","SD","X",9,"fly_ball",2,1,2022,"-0.55","1.56","0.01","2.13",,571976,,0,8,"Top",183.45,121.67,,,663743,,,4.631829188813002,-133.27580611236655,-5.262331407980522,-7.613366823799748,30.33543529874033,-12.646462788322319,"3.43","1.64",267,"104",54,"91.8",2274,"6.5",661357,622694,663743,643265,663897,621563,500743,668709,680814,605119,"53.96",0.02,0.031,"0",1,0,0,3,62,4,"4-Seam Fastball",4,3,3,4,3,4,3,4,"Standard","Standard",212,"0.242","-0.395"
"SI","2022-08-10","91.4","2.15","5.54","Grisham, Trent",663757,622065,"field_out","hit_into_play",,,,,8,"Trent Grisham flies out to left fielder Luis Gonzalez.","R","L","L","SD","SF","X",7,"fly_ball",3,2,2022,"1.64","0.43","-0.08","1.67",,,630105,1,5,"Bot",104.68,101.54,,,642851,,,-9.050806619273272,-132.54210518506022,-4.5965333663329995,21.42512367513796,35.48920974693723,-26.201430717765852,"3.43","1.69",285,"87",39,"89.5",2406,"5.9",662217,622065,642851,474832,527038,605204,642731,670768,596103,573262,"54.63",0.011,0.015,"0",1,0,0,3,48,7,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",129,"-0.018","-0.359"
"SL","2022-08-10","84.7","1.78","5.83","Grisham, Trent",663757,606424,"single","hit_into_play",,,,,8,"Trent Grisham singles on a ground ball to second baseman Wilmer Flores.   Ha-Seong Kim scores.  Throwing error by first baseman Brandon Belt.","R","L","L","SD","SF","X",4,"ground_ball",2,1,2022,"0","0.41","-0.07","1.64",,673490,,2,6,"Bot",150.67,158.42,,,642851,,,-4.364291455827046,-123.2535808691376,-4.293619267607946,0.9078816251254438,24.737776595351452,-27.30847844068972,"3.43","1.69",4,"72.5",-23,"85.1",2211,"6.6",662217,606424,642851,474832,527038,605204,642731,592626,573262,670768,"53.92",0.031,0.028,"0.9",1,1,0,2,64,4,"Slider",10,7,10,7,7,11,11,7,"Standard","Standard",234,"0.038","0.72"
"CU","2022-08-10","80.9","2.39","5.62","Grisham, Trent",663757,622065,"single","hit_into_play",,,,,5,"Trent Grisham singles on a line drive to right fielder Mike Yastrzemski.   Josh Bell scores.    Brandon Drury to 3rd.    Jake Cronenworth to 2nd.","R","L","L","SD","SF","X",9,"line_drive",0,1,2022,"-0.34","0.03","-0.23","2.38",605137,592273,630105,1,3,"Bot",175.84,98.27,,,642851,,,-5.1566287075951625,-117.814757774344,-0.6727572313467032,-2.1982350092851317,22.133008737210737,-31.95790273547269,"3.43","1.69",214,"99.4",12,"80.3",2251,"5.8",662217,622065,642851,474832,527038,605204,642731,670768,596103,573262,"54.69",0.906,0.88,"0.9",1,1,0,4,32,2,"Curveball",4,4,4,4,4,5,5,4,"Standard","Standard",281,"0.097","1.33"
"CU","2022-07-23","70.9","-1.05","5.76","Grisham, Trent",663757,605135,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out softly, first baseman Pete Alonso to pitcher Chris Bassitt.   Luke Voit to 3rd.    Jorge Alfaro to 2nd.","R","L","R","NYM","SD","X",3,"ground_ball",0,0,2022,"1.16","-0.93","-0.13","1.46",,572228,595751,1,7,"Top",142.76,172.8,,,621512,,,-0.14683444109111832,-103.12653277891764,0.8249912746461048,8.23661446248558,19.499629795776602,-39.10703058618283,"3.48","1.71",2,"49.3",-47,"70.4",2285,"6.3",662495,605135,621512,624413,641645,500871,596019,592192,607043,516782,"54.24",0.169,0.152,"0",1,0,0,1,49,1,"Curveball",0,2,2,0,2,0,2,0,"Standard","Standard",39,"0.018","-0.614"
"FC","2022-07-23","91.1","-1.05","5.63","Grisham, Trent",663757,605135,"field_out","hit_into_play",,,,,2,"Trent Grisham flies out to right fielder Starling Marte.","R","L","R","NYM","SD","X",9,"fly_ball",2,1,2022,"0.04","0.88","0.28","3.01",,608577,543333,2,5,"Top",171.71,107.14,,,621512,,,3.2539621448066733,-132.65092876849116,-2.6126082619416655,-0.20042876756416075,26.920036400580393,-21.40888736936531,"3.48","1.71",304,"83.9",27,"91.5",2141,"6.4",662495,605135,621512,624413,641645,500871,596019,592192,607043,516782,"54.15",0.129,0.139,"0",1,0,0,3,32,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",201,"0.058","-0.477"
"FF","2022-07-22","95.4","-3.19","5.46","Grisham, Trent",663757,453286,"field_out","hit_into_play",,,,,5,"Trent Grisham grounds out to first baseman Pete Alonso.","R","L","R","NYM","SD","X",3,"ground_ball",2,2,2022,"-0.98","1.16","0.27","2.69",543333,,543592,2,2,"Top",151.57,165.16,,,621512,,,11.263612630376512,-138.48859474976314,-4.2317653604393035,-15.072861815820009,30.8419359955477,-16.45580957956922,"3.49","1.71",5,"84.5",-28,"95.1",2329,"6.3",662481,453286,621512,624413,641645,500871,596019,643446,607043,516782,"54.25",0.043,0.039,"0",1,0,0,2,12,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,"0.05","-0.401"
"FF","2022-07-22","91.2","-2.18","5.17","Grisham, Trent",663757,592866,"grounded_into_double_play","hit_into_play",,,,,4,"Trent Grisham grounds into a double play, second baseman Luis Guillorme to shortstop Francisco Lindor to first baseman Pete Alonso.   Ha-Seong Kim out at 2nd.    Trent Grisham out at 1st.","R","L","R","NYM","SD","X",4,"ground_ball",1,0,2022,"-0.41","0.9","-0.59","2.54",,,673490,1,8,"Top",141.27,154.25,,,664850,,,4.880816712441802,-132.7545231749239,-2.7042247037406737,-5.798676149634761,26.830464226059753,-21.111791406803366,"3.49","1.71",148,"105.9",8,"91.9",2143,"6.5",662481,592866,664850,624413,641645,500871,596019,643446,607043,516782,"53.96",0.689,0.664,"0",1,0,0,4,61,2,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard",216,"0.014","-0.412"
"FF","2022-07-17","92.8","-1.77","5.32","Grisham, Trent",663757,518876,"field_out","hit_into_play",,,,,5,"Trent Grisham flies out to center fielder Alek Thomas.","R","L","R","SD","ARI","X",8,"fly_ball",2,0,2022,"-0.9","1.51","-0.1","2.87",,543333,543592,1,2,"Bot",125.9,116.27,,,645444,,,6.203522338294145,-134.96154890836254,-3.742625300825196,-12.35224468854965,31.418825927252907,-13.109449697548625,"3.5","1.7",210,"95.7",59,"92.3",2523,"6.1",662269,518876,645444,572233,642727,668942,672695,444482,677950,662139,"54.35",0.014,0.019,"0",1,0,0,3,15,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,"-0.045","-0.615"
"FC","2022-07-16","86.7","1.7","5.82","Grisham, Trent",663757,656457,"field_out","hit_into_play",,,,,5,"Trent Grisham grounds out, second baseman Buddy Kennedy to first baseman Christian Walker.","R","L","L","SD","ARI","X",4,"ground_ball",1,1,2022,"-0.14","0.83","-0.15","2.27",,,,2,2,"Bot",145.53,147.37,,,608348,,,-4.099248693567052,-126.20459592471637,-3.9979148692235187,-0.6587494888470101,25.07951859007612,-22.657230988927672,"3.5","1.7",11,"98.1",-11,"86.2",2156,"5.9",662271,656457,608348,572233,671083,668942,672695,656669,677950,664983,"54.59",0.22,0.2,"0",1,0,0,2,14,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",152,"-0.011","-0.093"
"FF","2022-07-16","91.5","1.41","6.22","Grisham, Trent",663757,592761,"field_out","hit_into_play",,,,,2,"Trent Grisham pops out to catcher Carson Kelly in foul territory.","R","L","L","SD","ARI","X",2,"popup",0,1,2022,"1.04","1.6","0.06","3.38",,595751,,2,8,"Bot",126.12,218.49,,,608348,,,-5.583103865702624,-133.02446269128131,-4.6757321487619965,13.583576886570452,29.07290850154659,-12.39483109618493,"3.5","1.7",34,"76.7",86,"90.4",2411,"5.7",662271,592761,608348,572233,671083,668942,672695,444482,677950,664983,"54.77",0.011,0.012,"0",1,0,0,3,70,2,"4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard",141,"-0.022","-0.265"
"CH","2022-07-10","86.5","2.2","4.55","Grisham, Trent",663757,622072,"force_out","hit_into_play",,,,,7,"Trent Grisham grounds into a force out, second baseman Wilmer Flores to shortstop Thairo Estrada.   Matthew Batten out at 2nd.    Trent Grisham to 1st.","R","L","L","SD","SF","X",4,"ground_ball",0,0,2022,"1.26","0.14","-0.53","1.77",,,676946,1,6,"Bot",139.37,159.6,,,663698,,,-9.101459380088361,-125.6306208603793,-0.6205997184056748,15.282468688520062,28.06660369540672,-30.793922727548917,"3.5","1.71",4,"76.7",-25,"86.1",1573,"6.4",662198,622072,663698,573131,527038,681584,642731,670768,596103,573262,"54.11",0.034,0.031,"0",1,0,0,2,51,1,"Changeup",0,8,0,8,8,0,0,8,"Standard","Standard",81,"-0.003","-0.37"
"FF","2022-07-09","97.9","1.58","6.42","Grisham, Trent",663757,607074,"field_out","hit_into_play",,,,,7,"Trent Grisham grounds out sharply, pitcher Carlos Rodon to first baseman Wilmer Flores.","R","L","L","SD","SF","X",1,"ground_ball",2,2,2022,"0.46","1.34","-0.52","1.91",,,,0,8,"Bot",126.72,183.34,,,642851,,,-6.73324610489119,-142.1334546442756,-9.776578595451342,7.829424019846335,32.66762134833196,-11.895639504144723,"3.51","1.71",11,"101.7",-9,"98",2459,"6.5",662266,607074,642851,527038,642731,681584,543063,592626,596103,573262,"54.02",0.291,0.287,"0",1,0,0,2,59,5,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",157,"-0.041","-0.195"
"SL","2022-07-09","89.2","1.98","6.29","Grisham, Trent",663757,607074,"single","hit_into_play",,,,,13,"Trent Grisham singles on a line drive to right fielder LaMonte Wade Jr.  Jorge Alfaro to 3rd.    Austin Nola to 2nd.","R","L","L","SD","SF","X",9,"line_drive",1,2,2022,"-0.77","0.08","-0.65","1.35",,595751,543592,1,2,"Bot",143.58,93.23,,,642851,,,-4.837849652104664,-129.81337241396764,-6.322519411247251,-7.7776313682638945,25.51500019425267,-30.172071809288195,"3.51","1.71",246,"76.1",23,"89.1",2493,"6.1",662266,607074,642851,474832,527038,681584,543063,592626,573262,664774,"54.39",0.883,0.86,"0.9",1,1,0,4,17,4,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",298,"0.069","1.05"
"FF","2022-07-08","83.8","-4.1","0.97","Grisham, Trent",663757,643511,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out, third baseman David Villar to first baseman Wilmer Flores.","R","L","R","SD","SF","X",5,"ground_ball",2,1,2022,"-0.54","-1.19","-0.64","1.25",,,,0,5,"Bot",105.09,160.89,,,663698,,,8.91807474534651,-121.177955661026,9.420913581338086,-7.16805728786831,26.346662625413643,-46.21646501895302,"3.5","1.7",,,,"82.2",1932,"5.8",662225,643511,663698,527038,642731,681584,543063,606213,596103,664774,"54.69",,,"0",,0,0,,37,4,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",320,"-0.014","-0.261"
"FF","2022-07-08","94","1.81","5.64","Grisham, Trent",663757,459429,"field_out","hit_into_play",,,,,7,"Trent Grisham flies out sharply to center fielder LaMonte Wade Jr.  C.J. Abrams to 3rd.","R","L","L","SD","SF","X",8,"fly_ball",1,0,2022,"1.03","1.33","-0.38","2.14",,682928,,1,8,"Bot",105.11,60.11,,,663698,,,-7.914669276024898,-136.51519973706343,-6.2262886928755306,14.678240464799817,31.074015588056973,-14.324789328186501,"3.5","1.7",348,"103.1",37,"93.3",2071,"6.1",662225,459429,663698,527038,642731,681584,543063,606213,664774,592626,"54.42",0.463,0.928,"0",1,0,0,6,66,2,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard",137,"-0.004","-0.36"
"FF","2022-07-05","96.8","-0.97","5.99","Grisham, Trent",663757,669302,"field_out","hit_into_play",,,,,8,"Trent Grisham flies out to left fielder Sam Haggerty.","R","L","R","SD","SEA","X",7,"fly_ball",0,0,2022,"-0.51","1.43","0.16","1.65",543333,608577,543592,1,2,"Bot",54.31,122.54,,,663728,,,4.268007626872425,-140.63647806346438,-9.449948679184006,-7.769435480644028,32.916625480356856,-11.196957890722658,"3.51","1.72",260,"83.6",42,"98.5",2113,"7.4",662226,669302,663728,467793,624428,553993,641487,664059,677594,664238,"53.09",0.026,0.037,"0",1,0,0,3,14,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",204,"-0.077","-0.389"
"SI","2022-07-02","87.1","3.05","4.37","Grisham, Trent",663757,542881,"sac_fly","hit_into_play",,,,,1,"Trent Grisham out on a sacrifice fly to left fielder Gavin Lux.   Austin Nola scores.","R","L","L","LAD","SD","X",7,"fly_ball",0,2,2022,"1.37","0.62","-0.32","3.02",543592,,673490,0,7,"Top",46.93,115.23,,,669257,,,-10.816461897297993,-126.33183382351339,1.6760591217191716,16.83944399192391,25.213672733929393,-26.1142978826623,"3.5","1.72",285,"93",41,"86.6",2161,"6.1",662718,542881,669257,518692,571970,457759,607208,666158,641355,572204,"54.41",0.006,0.005,"0",1,0,0,3,53,3,"Sinker",5,0,0,5,1,5,1,5,"Standard","Standard",102,"0.029","-0.175"
"SI","2022-06-30","88.3","3.14","5.33","Grisham, Trent",663757,677865,"field_out","hit_into_play",,,,,2,"Trent Grisham flies out to center fielder Cody Bellinger.","R","L","L","LAD","SD","X",8,"fly_ball",3,2,2022,"1.28","0.74","0.2","2.99",,608577,,2,6,"Top",116.85,108.25,,,669257,,,-9.938504688393298,-128.2518334756043,-1.1477430316673987,16.18653789649322,25.396747304533676,-23.972018240823537,"3.49","1.73",231,"70.1",36,"89.2",2249,"6.9",662733,677865,669257,518692,571970,457759,607208,666158,641355,621035,"53.63",0.617,0.62,"0",1,0,0,3,42,6,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",133,"0.053","-0.308"
"KC","2022-06-28","78.7","-2.85","5.92","Grisham, Trent",663757,668678,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out to first baseman Christian Walker.   Ha-Seong Kim scores.    C.J. Abrams to 2nd.","R","L","R","ARI","SD","X",3,"ground_ball",1,2,2022,"0.56","-1.04","-0.86","1.78",673490,,682928,0,5,"Top",150.97,176.73,,,608348,,,3.301718236786752,-114.4662566561563,-0.14155099805957372,4.173455661680029,23.543359278468696,-41.41740981170812,"3.48","1.74",1,"67.7",-55,"78.7",2391,"6.6",663344,668678,608348,572233,671083,668942,606993,656669,677950,662139,"53.92",0.249,0.235,"0",1,0,0,2,33,4,"Knuckle Curve",0,2,2,0,3,0,3,0,"Standard","Standard",38,"-0.005","-0.268"
"FF","2022-06-28","94.2","-2.86","5.9","Grisham, Trent",663757,668678,"field_out","hit_into_play",,,,,6,"Trent Grisham flies out to left fielder Jordan Luplow.","R","L","R","ARI","SD","X",7,"fly_ball",2,1,2022,"-0.35","1.68","0.34","2.7",,,,2,3,"Top",61.22,120.26,,,608348,,,9.125155003037632,-136.69180702701368,-6.305943636343027,-6.58297971607274,33.2602028826938,-9.86537148247627,"3.48","1.74",254,"83.4",46,"94.2",2502,"6.7",663344,668678,608348,572233,671083,668942,606993,656669,677950,662139,"53.83",0.006,0.005,"0",1,0,0,3,17,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",204,"0.011","-0.114"
"FC","2022-06-22","88.6","2.8","5.44","Grisham, Trent",663757,518516,"single","hit_into_play",,,,,7,"Trent Grisham singles on a ground ball to right fielder Daulton Varsho.   Ha-Seong Kim scores.    Austin Nola to 3rd.","R","L","L","SD","ARI","X",9,"ground_ball",3,2,2022,"-0.07","0.77","-0.33","1.87",673490,,543592,2,1,"Bot",190.32,108.7,,,645444,,,-7.5385492887029,-128.83130935544074,-4.3332463233389955,0.657365429535152,24.882650661380666,-22.852359440374816,"3.47","1.74",86,"90.9",5,"89.3",2338,"6.6",662245,518516,645444,656976,606993,668942,672695,656669,677950,662139,"53.9",0.429,0.403,"0.9",1,1,0,4,13,6,"Cutter",2,0,2,0,0,3,3,0,"Standard","Standard",176,"0.074","0.932"
"CH","2022-06-22","86.2","-1.88","5.53","Grisham, Trent",663757,596133,"single","hit_into_play",,,,,13,"Trent Grisham singles on a line drive to center fielder Alek Thomas.   Austin Nola to 2nd.","R","L","R","SD","ARI","X",8,"line_drive",1,1,2022,"-1.67","0.18","-0.63","1.18",,,543592,1,5,"Bot",119.05,95.74,,,645444,,,6.290024714402124,-125.21575135292092,-4.322803785004898,-18.84294899711057,28.55828437751135,-29.520265221042038,"3.47","1.74",220,"84.1",16,"84.7",1603,"5.7",662245,596133,645444,656976,606993,668942,672695,656669,677950,662139,"54.79",0.946,0.908,"0.9",1,1,0,4,47,3,"Changeup",6,1,6,1,1,6,6,1,"Standard","Standard",222,"0.004","0.498"
"CH","2022-06-22","85.1","-2.42","5.62","Grisham, Trent",663757,605525,"field_out","hit_into_play",,,,,5,"Trent Grisham flies out to shortstop Geraldo Perdomo.","R","L","R","SD","ARI","X",6,"fly_ball",0,2,2022,"-1.63","0.59","-0.11","2.64",595751,673490,543592,0,8,"Bot",151.16,124.05,,,645444,,,8.629226802762052,-123.55494530813635,-1.7633963374491948,-18.51003064003224,27.142728866107795,-26.018919640226216,"3.47","1.74",201,"89.2",55,"84.2",1501,"6",662245,605525,645444,656976,606993,668942,672695,656669,677950,662139,"54.46",0.017,0.02,"0",1,0,0,3,80,3,"Changeup",10,3,10,3,3,10,10,3,"Standard","Standard",250,"0","-0.199"
"SI","2022-06-20","88.1","-1.61","5.56","Grisham, Trent",663757,605200,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out, second baseman Buddy Kennedy to first baseman Christian Walker.","R","L","R","SD","ARI","X",4,"ground_ball",0,0,2022,"-1.51","0.76","-0.61","1.26",,,,0,1,"Bot",151.68,157.53,,,608348,,,5.531897796791591,-128.16613726608293,-5.8703440861989575,-17.81885064093247,26.81216682680989,-22.81252775144165,"3.46","1.71",3,"90.1",-19,"87.7",1970,"6.1",662221,605200,608348,572233,671083,668942,672695,656669,677950,662139,"54.45",0.094,0.085,"0",1,0,0,2,8,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",227,"-0.023","-0.221"
"FF","2022-06-19","97","-1.18","5.69","Grisham, Trent",663757,596112,"single","hit_into_play",,,,,8,"Trent Grisham singles on a ground ball to right fielder Randal Grichuk.","R","L","R","COL","SD","X",9,"ground_ball",1,1,2022,"-0.85","1","-0.03","2.23",,,,2,8,"Top",179.1,120.31,,,553869,,,4.999099358008293,-141.24409397314105,-6.084826920528691,-12.440862088107693,26.13838786116433,-17.642527909600854,"3.46","1.71",21,"96.7",-5,"97.7",2327,"6.2",662998,596112,553869,543068,663898,641857,641658,656248,602074,545341,"54.27",0.274,0.25,"0.9",1,1,0,2,70,3,"4-Seam Fastball",8,3,3,8,3,8,3,8,"Standard","Standard",223,"-0.002","0.123"
